Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 18 Nov 2019 13:36:44 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"341068","NO44NW 108","Brigton Farm","Flint Scatter (Prehistoric)","341900","747090","ANGUS","ANGUS","KINNETTLES","NO 4190 4709","http://canmore.org.uk/site/341068",
"341069","NO44NW 109","Douglastown","Flint Scatter (Prehistoric)","341980","747500","ANGUS","ANGUS","KINNETTLES","NO 4198 4750","http://canmore.org.uk/site/341069",
"341070","NO44NW 110","Kinnettles Dovecote","Flint Scatter (Prehistoric)","342440","746550","ANGUS","ANGUS","KINNETTLES","NO 4244 4655","http://canmore.org.uk/site/341070",
"341071","NO44NW 111","Mains Of Kinnettles","Flint Scatter (Prehistoric)","343530","746320","ANGUS","ANGUS","KINNETTLES","NO 4353 4632","http://canmore.org.uk/site/341071",
"341072","NO44NW 112","Turwhappie","Flint Scatter (Prehistoric)","344050","747160","ANGUS","ANGUS","KINNETTLES","NO 4405 4716","http://canmore.org.uk/site/341072",
"341073","NO44NW 113","Douglastown","Flint Scatter (Prehistoric)","341920","747340","ANGUS","ANGUS","KINNETTLES","NO 4192 4734","http://canmore.org.uk/site/341073",
"341074","NO44NW 114","North Mains Of Invereighty","Flint Scatter (Prehistoric)","344280","746410","ANGUS","ANGUS","KINNETTLES","NO 4428 4641","http://canmore.org.uk/site/341074",
"341075","NO44NW 115","Mains Of Brigton","Flint Scatter (Prehistoric)","342460","747320","ANGUS","ANGUS","KINNETTLES","NO 4246 4732","http://canmore.org.uk/site/341075",
"341076","NO44NW 116","Mains Of Kinnettles","Flint Scatter (Prehistoric)","343360","746580","ANGUS","ANGUS","KINNETTLES","NO 4336 4658","http://canmore.org.uk/site/341076",
"341106","NO54NW 79","Castle Hill, Dunnichen","Flint Scatter (Prehistoric)","350665","748521","ANGUS","ANGUS","DUNNICHEN","NO 50665 48521","http://canmore.org.uk/site/341106",
"341199","NO55SW 123","Fonah","Flint Scatter (Prehistoric)","351700","751300","ANGUS","ANGUS","RESCOBIE","NO 517 513","http://canmore.org.uk/site/341199",
"341200","NO55SW 124","Fonah","Flint Scatter (Prehistoric)","351900","751300","ANGUS","ANGUS","RESCOBIE","NO 519 513","http://canmore.org.uk/site/341200",
"341201","NO55SW 125","Rescobie Loch","Flint Scatter (Prehistoric)","352200","751400","ANGUS","ANGUS","RESCOBIE","NO 522 514","http://canmore.org.uk/site/341201",
"341238","NO55SW 126","Balgavies House","Flint Scatter (Prehistoric)","354400","751400","ANGUS","ANGUS","ABERLEMNO","NO 544 514","http://canmore.org.uk/site/341238",
"341239","NO55SW 127","Balgavies House","Flint Scatter (Prehistoric)","354600","751400","ANGUS","ANGUS","ABERLEMNO","NO 546 514","http://canmore.org.uk/site/341239",
"341240","NO55SW 128","Balgavies House","Flint Scatter (Prehistoric)","354800","751500","ANGUS","ANGUS","GUTHRIE","NO 548 515","http://canmore.org.uk/site/341240",
"341241","NO55SW 129","Balgavies House","Flint Scatter (Prehistoric)","354100","751500","ANGUS","ANGUS","ABERLEMNO","NO 541 515","http://canmore.org.uk/site/341241",
"341242","NO55SW 130","Balgavies House","Flint Scatter (Prehistoric)","354500","751500","ANGUS","ANGUS","ABERLEMNO","NO 545 515","http://canmore.org.uk/site/341242",
"341243","NO55SW 131","Turin House","Flint Scatter (Prehistoric)","354400","752400","ANGUS","ANGUS","ABERLEMNO","NO 544 524","http://canmore.org.uk/site/341243",
"341244","NO55SE 63","Hillside","Flint Scatter (Prehistoric)","355100","751600","ANGUS","ANGUS","GUTHRIE","NO 551 516","http://canmore.org.uk/site/341244",
"341246","NO55SW 132","Milldens","Flint Scatter (Prehistoric)","354100","750500","ANGUS","ANGUS","RESCOBIE","NO 541 505","http://canmore.org.uk/site/341246",
"341247","NO55SW 133","Balgavies House","Flint Scatter (Prehistoric)","354000","751400","ANGUS","ANGUS","ABERLEMNO","NO 540 514","http://canmore.org.uk/site/341247",
"341248","NO55SW 134","Mains Of Balgavies","Flint Scatter (Prehistoric)","353900","751500","ANGUS","ANGUS","ABERLEMNO","NO 539 515","http://canmore.org.uk/site/341248",
"341249","NO55SW 135","Mains Of Balgavies","Flint Scatter (Prehistoric)","353900","751400","ANGUS","ANGUS","ABERLEMNO","NO 539 514","http://canmore.org.uk/site/341249",
"341250","NO55SW 136","Mains Of Balgavies","Flint Scatter (Prehistoric)","353900","751300","ANGUS","ANGUS","ABERLEMNO","NO 539 513","http://canmore.org.uk/site/341250",
"341251","NO55SW 137","Mains Of Balgavies","Flint Scatter (Prehistoric)","353900","751100","ANGUS","ANGUS","ABERLEMNO","NO 539 511","http://canmore.org.uk/site/341251",
"341252","NO55SW 138","Mains Of Balgavies","Flint Scatter (Prehistoric)","353800","751400","ANGUS","ANGUS","ABERLEMNO","NO 538 514","http://canmore.org.uk/site/341252",
"341253","NO55SW 139","Mains Of Balgavies","Flint Scatter (Prehistoric)","353700","751600","ANGUS","ANGUS","ABERLEMNO","NO 537 516","http://canmore.org.uk/site/341253",
"341255","NO55SW 141","Mains Of Balgavies","Flint Scatter (Prehistoric)","353600","751400","ANGUS","ANGUS","ABERLEMNO","NO 536 514","http://canmore.org.uk/site/341255",
"341256","NO55SW 142","Mains Of Balgavies","Flint Scatter (Prehistoric)","353500","751600","ANGUS","ANGUS","ABERLEMNO","NO 535 516","http://canmore.org.uk/site/341256",
"341257","NO55SW 143","Mains Of Balgavies","Flint Scatter (Prehistoric)","353500","751400","ANGUS","ANGUS","ABERLEMNO","NO 535 514","http://canmore.org.uk/site/341257",
"341258","NO55SW 144","Mains Of Balgavies","Flint Scatter (Prehistoric)","353500","751300","ANGUS","ANGUS","ABERLEMNO","NO 535 513","http://canmore.org.uk/site/341258",
"341259","NO55SW 145","Mains Of Balgavies","Flint Scatter (Prehistoric)","353400","751300","ANGUS","ANGUS","ABERLEMNO","NO 534 513","http://canmore.org.uk/site/341259",
"341261","NO55SW 146","Mains Of Balgavies","Flint Scatter (Prehistoric)","353400","751400","ANGUS","ANGUS","ABERLEMNO","NO 534 514","http://canmore.org.uk/site/341261",
"341262","NO55SW 147","Mains Of Balgavies","Flint Scatter (Prehistoric)","353400","751600","ANGUS","ANGUS","ABERLEMNO","NO 534 516","http://canmore.org.uk/site/341262",
"341263","NO55SW 148","Mains Of Balgavies","Flint Scatter (Prehistoric)","353400","751500","ANGUS","ANGUS","ABERLEMNO","NO 534 515","http://canmore.org.uk/site/341263",
"341264","NO55SW 149","Nethermuir","Flint Scatter (Prehistoric)","353100","752200","ANGUS","ANGUS","ABERLEMNO","NO 531 522","http://canmore.org.uk/site/341264",
"341266","NO55SW 150","Mains Of Balgavies","Flint Scatter (Prehistoric)","353100","751400","ANGUS","ANGUS","ABERLEMNO","NO 531 514","http://canmore.org.uk/site/341266",
"341268","NO55SW 151","Mains Of Balgavies","Flint Scatter (Prehistoric)","353000","751400","ANGUS","ANGUS","ABERLEMNO","NO 530 514","http://canmore.org.uk/site/341268",
"341269","NO55SW 152","Mains Of Balgavies","Flint Scatter (Prehistoric)","352900","751400","ANGUS","ANGUS","ABERLEMNO","NO 529 514","http://canmore.org.uk/site/341269",
"346500","NO64SW 493","Warddykes","Lithic Scatter (Prehistoric)","364804","742498","ANGUS","ANGUS","ARBROATH AND ST VIGEANS","NO 64804 42498","http://canmore.org.uk/site/346500",
"346554","NO44SE 61","Dodd Hill","Cup Marked Stone (Prehistoric)","345450","740000","ANGUS","ANGUS","INVERARITY","NO 45450 40000","http://canmore.org.uk/site/346554",
"350147","NO26SW 97","Kirkton Burn","Field Boundary (Period Unassigned), Hut Circle (Prehistoric), Rig And Furrow (Medieval), Unenclosed Settlement (Period Unassigned)","321030","761400","ANGUS","ANGUS","LINTRATHEN","NO 21030 61400","http://canmore.org.uk/site/350147",
"354030","NO33NE 78","Coldstream","Cairn (Prehistoric)","338653","739593","ANGUS","ANGUS","TEALING","NO 38653 39593","http://canmore.org.uk/site/354030",
"354118","NO56SE 322","Brechin, Dubton Farm","Roundhouse(S), Settlement (Prehistoric), Souterrain","358616","760622","ANGUS","ANGUS","BRECHIN","NO 58616 60622","http://canmore.org.uk/site/354118",
"354137","NO35SE 283","Kirriemuir, East Muirhead Of Logie","Field Drain(S), Pit(S) (Prehistoric), Post Hole(S) (Possible), Standing Stone (Possible), Unidentified Pottery (Iron Age)","338981","752981","ANGUS","ANGUS","KIRRIEMUIR","NO 38981 52981","http://canmore.org.uk/site/354137",
"355148","NO65SE 71","Hawkhill","Findspot (Prehistoric), Unidentified Flint (Flint)","368033","752230","ANGUS","ANGUS","LUNAN","NO 68033 52230","http://canmore.org.uk/site/355148",
"355164","NO65SE 72","Hawkhill","Findspot (Prehistoric), Unidentified Flint (Flint)","367110","751283","ANGUS","ANGUS","LUNAN","NO 67110 51283","http://canmore.org.uk/site/355164",
"357593","NO66SE 88","Craigo","Food Vessel (Prehistoric)","368000","763000","ANGUS","ANGUS","LOGIE PERT","NO 68 63","http://canmore.org.uk/site/357593",
"357594","NO66NW 121","Stracathro Estate","Ditch(S) (Period Unassigned), Pit(S) (Period Unassigned), Post Hole(S) (Period Unassigned), Rig And Furrow (19th Century)(Possible), Roundhouse(S) (Prehistoric), Lithic Implement(S) (Stone)(Period Unassigned), Saddle Quern(S) (Period Unassigned), Unidentified Pottery(S) (Medieval), Unidentified Pottery(S) (Period Unassigned)","364210","765250","ANGUS","ANGUS","LOGIE PERT","NO 6421 6525","http://canmore.org.uk/site/357594",
"357599","NO43NE 84","Kingennie","Axehead (Stone)(Prehistoric)","347000","736000","ANGUS","ANGUS","MONIFIETH (ANGUS)","NO 47 36","http://canmore.org.uk/site/357599",
"361005","NO53NW 85","New Downie House","Rig And Furrow (Medieval), Ring Ditch (Prehistoric)","352560","736000","ANGUS","ANGUS","MONIKIE","NO 5256 3600","http://canmore.org.uk/site/361005",
"361020","NO35NE 106","Kintyre","Rig And Furrow, Ring Ditch (Prehistoric)","338550","757290","ANGUS","ANGUS","KIRRIEMUIR","NO 3855 5729","http://canmore.org.uk/site/361020",
"361022","NO45SE 402","Hatton Of Carse","Rig And Furrow (Medieval), Roundhouse (Prehistoric)(Possible)","346630","752940","ANGUS","ANGUS","RESCOBIE","NO 4663 5294","http://canmore.org.uk/site/361022",
"361209","NO45SE 405","Mid Dod","Pit Circle (Prehistoric)","348960","750110","ANGUS","ANGUS","FORFAR","NO 4896 5011","http://canmore.org.uk/site/361209",
"363333","NO45SW 65","Fletcherfield Farm","Lithic Implement (Quartz)(Prehistoric)","340430","752270","ANGUS","ANGUS","KIRRIEMUIR","NO 4043 5227","http://canmore.org.uk/site/363333",
